sensor_id,distance_from_start,pressure_level,leak_size,leak_position,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21
0,0.0,70,1,85.62657720368057,-120.75962962896688,2.062889606628028,3.8984240799782617,0.8512032357431187,-3.1276815542943037,-6.254002970339833,-8.47225359397248,-8.785210315498233,-6.012690564004079,-1.8890632027725616,1.9801665068371925,5.575275716095608,8.078701871334422,0.03026020697342445,0.11583408095396393,0.17151337491844465,0.21336017940286883,-0.04015178386197693,10537.713222297412,6577.321733435944,0.33068212608381503
1,10.0,70,1,85.62657720368057,-120.00593592864358,3.026479251142399,4.304100965561504,1.2077316401345954,-3.3539818987920835,-7.509591867300937,-9.355061062110469,-8.981831290545635,-6.435656598101329,-2.4449669210283536,2.1392299498433034,6.154080728638236,8.835816179582796,0.1262068279318312,0.17034240053845706,0.19178625942512065,0.09030099570420522,-0.06546901553323581,10427.476866274164,6621.943197167371,0.2806911578757225
2,20.0,70,1,85.62657720368057,-120.11612966603961,4.078403195539394,5.522919298368012,1.1354231737874811,-4.062794493509174,-8.199609799436114,-10.321091368658875,-9.410521224979849,-6.721743584331721,-2.8318177451553277,2.3594105151293845,7.2472504490963106,9.66874314300042,0.11689339799271317,0.2352327493707821,0.2846278471424524,0.1479332625981639,-0.026909716082498824,10312.854284996765,6673.1893081336275,0.2301469924132948
3,30.0,70,1,85.62657720368057,-118.60434848887617,4.687656389581354,5.537389451353281,1.0664257958906291,-4.293335341492683,-8.87367752278997,-11.179435980004284,-10.96830241537548,-8.178427436089427,-3.0768148814537053,2.460149664675644,7.086577196269093,10.399058931591906,0.16055899321192235,0.20371907999153394,0.30912849128978326,0.14201755407977062,-0.07686846420691386,10177.593170103448,6738.297837318505,0.1872177565028902
4,40.0,70,1,85.62657720368057,-117.5999268049748,6.152464019891097,6.763118557835271,0.9797951271253545,-5.408795244708862,-9.821123208820744,-11.826034692248228,-11.758485356150574,-8.519037905316061,-2.4017678600419705,3.4608735280894467,7.336065361252702,10.59278214306188,0.17133499749212466,0.4450949986430123,0.33312289497275305,0.15594938401814262,-0.039346293472165346,10000.186635064434,6792.7110819433365,0.14624729046242774
5,50.0,70,1,85.62657720368057,-117.56983499797727,6.55145908680034,7.028310010667473,1.3821153419463161,-5.174535049499776,-10.222463931659378,-12.670905185700581,-12.487764067859423,-9.276604644859988,-3.7339162270248543,3.095593442880157,8.749047439626453,12.292859296904284,0.15175256276702703,0.3911286835284955,0.3801547182016837,0.27277409415840415,-0.09224368666930877,9788.620900672506,6859.29276590877,0.11761651011560693
6,60.0,70,1,85.62657720368057,-117.39463476964671,7.2854631883528365,7.72435630141381,1.621765391330436,-5.405814717688592,-11.247469096641906,-14.242910189214646,-13.186612865519269,-9.67621444993823,-3.4282265388790263,3.343221255134692,9.424808635537445,13.217423816401917,0.3117859261314379,0.6175288553624121,0.648081653179482,0.34383964243079124,-0.13595813997148454,9549.216711516568,6918.101828015731,0.094410449783237
7,70.0,70,1,85.62657720368057,-117.04518909773596,7.6084386082340405,8.012896773314232,1.6090693588426694,-5.937044591178024,-12.1712508630182,-15.317782223085876,-14.88203799509702,-10.84412579619652,-3.9194124004324706,3.7046576335022188,10.341213189968737,13.92787219429934,0.19992833097072474,0.6253882132308263,0.6015348045654656,0.408334728858989,-0.079114803050124,9291.422363823764,6990.305076131965,0.07842417810693642
8,80.0,70,1,85.62657720368057,-115.12840965269353,10.011108525391286,8.890615243705556,1.696380709030994,-5.847879170226499,-12.296297805759707,-15.426589369664127,-15.414711413190421,-11.379903841479736,-4.5905768777022224,3.386786685559737,9.690951006963303,13.714968318766564,0.2959473614865172,0.7293015207428548,0.8394077248055605,0.5056901391359959,-0.1309698522247552,8951.037535279513,7055.88062103296,0.06488777998554913
9,90.0,70,1,85.62657720368057,-114.52531199965294,9.930726652171565,8.961004205337911,2.2815994156600135,-6.0947012494761985,-13.264312849069237,-16.451721829584745,-14.853998773777118,-11.247218254881775,-4.768795792408771,3.448862059678489,10.796294694908637,14.812341432041428,0.21982570329127174,0.7285428654950626,0.8422261844826149,0.5304378413855612,-0.11415160146748377,8894.084606174161,7044.4254610173975,0.06389428287572255
0,0.0,90,3,71.50649374453154,-116.21734054167109,8.447489427028064,7.3520382862313145,0.755361735275859,-7.370262945817684,-13.787374599729404,-15.556617904646346,-14.291674295816705,-8.294704891972453,0.20013639269669523,8.160265496079377,14.083200565197325,15.334115129858185,0.16177880812605883,0.5639470671930265,0.6870260761001378,0.2894025710793039,-0.3116811780218281,9293.572065153696,6982.915149606023,0.07934993677745665
1,10.0,90,3,71.50649374453154,-114.53343614742813,9.665502746864394,8.302520932607505,-0.1112217943638258,-8.70062983565517,-15.094012424641491,-17.23953066262847,-14.691293311233242,-8.308315129987445,0.14010767307683406,7.594487442409519,13.861372844390349,16.133012881813634,0.28681650713795515,0.72738862355263,0.8325689626567213,0.5070565339991628,-0.29205212337152264,8996.599875987755,7031.985378300933,0.06749288746387283
2,20.0,90,3,71.50649374453154,-114.17119594613047,10.887521626558508,9.016425479021109,0.3139358762844316,-9.713032334361422,-16.77132703068568,-18.84190112281184,-15.635218432697988,-9.508133445987534,-0.6013129617296289,8.473249315756094,15.097961471687112,17.479016374240217,0.28723698610032555,0.890985718867076,0.9499953730191075,0.43271188696244195,-0.250904233156257,8612.538804992426,7077.221069380057,0.05568664197976879
3,30.0,90,3,71.50649374453154,-112.60366837381798,12.41605333186,9.93333275000796,0.5595017342085344,-9.548233927642011,-17.077616316676192,-19.22699036084774,-16.736726235067277,-10.1464173913617,0.31115124723049226,10.137124808330224,16.07407476321641,17.866448591143484,0.3986599799075454,1.002177308080787,1.1853903622340258,0.6125414567939387,-0.3748519140698129,8232.366686546417,7120.827179647075,0.04825799313583815
4,40.0,90,3,71.50649374453154,-111.96482044050582,12.881303391208112,9.971371207502468,0.23953814942734766,-10.546983152753603,-17.590778427693984,-20.21415034892685,-18.371904893604356,-10.28494249894347,0.13246110918923562,10.053023830098821,16.92168829716073,19.673174229827218,0.4652133733538834,1.2597364053550106,1.4539672042479053,0.6161041501190792,-0.4256845264403748,7796.767019131595,7127.209202280872,0.04143334537572255
5,50.0,90,3,71.50649374453154,-110.50977789678345,14.528027684896767,10.349670816162458,-0.2852297913653,-11.457010612157635,-19.944607490463998,-22.467498575355076,-18.731312286310605,-10.66746833007187,-0.23691082903109062,10.089330544382971,17.92638817851733,20.396097435040495,0.5779771890032417,1.6173890463949325,1.7087529359556202,0.8234906934135674,-0.4817525078620676,7324.226823823462,7107.676182168407,0.03691180455202312
6,60.0,90,3,71.50649374453154,-109.0747720492406,16.28941495605245,11.878295089882297,0.20836966592596798,-12.169201761572799,-20.253950803715227,-23.401419316666182,-20.144619407548312,-11.600810226243647,-0.3363299730979542,11.163193552829581,19.3341047412994,21.87202405672551,0.688018136955393,2.0509122431545013,2.151632060933088,0.9717521260678825,-0.6559723346651968,6833.347465810761,7053.935109843067,0.034614342485549135
7,70.0,90,3,71.50649374453154,-107.84790366275644,18.11376318584189,12.742071991461744,0.5517360404432925,-12.28839233605151,-21.86502545409984,-25.497276112591468,-22.196810008246253,-12.743278598376126,0.27935754504564736,12.204633422813405,20.170799126207967,22.625371344206027,0.8050677640277237,2.4219842888710055,2.6452795972856427,1.1125422184900429,-0.7582845255917539,6308.591531693007,6964.240261692254,0.0325539649566474
8,80.0,90,3,71.50649374453154,-108.66595095246397,17.39400067655225,12.63395210263553,0.2932951490748756,-11.578108846619953,-20.478189882322884,-23.892463503848774,-20.631139998008937,-11.248406180901771,0.43087106342778364,11.707672646935187,20.328320840239446,22.652006746725792,0.7992155035872921,2.2105759677793526,2.0866801989914117,1.1307480603471398,-0.7280824680371973,6687.347761574815,7045.8802139959125,0.03398211705202312
9,90.0,90,3,71.50649374453154,-110.22065080059741,14.813685050367033,10.919280549059527,0.36293775680205964,-10.689065069497092,-19.56578208380133,-23.093746682435636,-19.859088109897318,-11.629044367094897,-0.3080979898226109,10.792358286291162,18.45626249661377,20.934469643298975,0.6377545336879743,1.616931013366725,1.7331260147577043,0.8967194817730997,-0.5550929923872513,7188.99356209694,7098.82645889444,0.036793262283237
0,0.0,70,3,80.67594187161133,-117.49034743827308,6.574050118238388,7.154342389631404,1.4708973103588199,-5.660371802992872,-10.991821939515232,-13.859297231447485,-13.57839386229709,-9.985048146709325,-3.92357210557491,3.6240697453937427,9.544655727948696,13.076881862505457,0.1514872672628963,0.587366345957314,0.4774557335772205,0.3294738723347973,-0.09445877235674598,9558.694514440727,6915.066686285051,0.09565514360549134
1,10.0,70,3,80.67594187161133,-116.77077374647044,8.188562545601904,8.687604308129794,2.1608799182681047,-5.394284733081386,-11.80403212137972,-15.153462602583671,-14.541457883836076,-10.572456033681942,-4.201233150483552,4.082935422714519,10.633476832522756,13.727883414182488,0.1610319677252609,0.5627664380519751,0.6753869663717518,0.4275552886933399,-0.015608690387417912,9280.136828592164,6987.728901989668,0.07973661036849711
2,20.0,70,3,80.67594187161133,-114.85378919414389,9.191309002671664,8.061511876348481,1.5691253258772453,-6.102074336126451,-13.202620439688937,-15.845073163236705,-14.877131375317237,-10.163714574849497,-3.670883711331422,3.991611228092748,10.731107608286045,14.269659484626452,0.26833143387705644,0.7124513641183132,0.7872568448131622,0.46451121617416835,-0.147350409285742,8961.682872601581,7052.0603539649965,0.06474948067196531
3,30.0,70,3,80.67594187161133,-114.6879236417353,10.777895174845508,10.147396553617725,2.2638800358945255,-6.876570120938878,-13.736372580526037,-17.44062962244572,-16.91255301271226,-11.9731017287685,-3.958503850650381,4.87208660311006,11.238551345735036,15.108059259936518,0.33378021395424207,0.8236462222849223,0.9951746159058745,0.5704660513790589,-0.014419932022430956,8588.416001646347,7090.538238523469,0.05320572164017341
4,40.0,70,3,80.67594187161133,-113.52600515703035,11.10403671285362,10.162929626396972,2.2884167145343284,-7.967440985987256,-15.323456950477778,-17.83152806719113,-17.20241581493095,-12.775221092955663,-5.149979047268611,4.388791869396049,12.384098696753398,16.648680871612154,0.3727287116683604,1.118692057061112,1.2024439882888447,0.7363178033412783,-0.10843049879738578,8203.391716303599,7122.005034589037,0.0472080473265896
5,50.0,70,3,80.67594187161133,-112.17805277210458,13.087473076331804,11.295923408327072,2.5598229498118323,-7.560559103602351,-16.067133205952132,-19.821149613933816,-18.830963311044314,-13.466928285855134,-5.2210229832881545,4.09530293737833,12.68485261389956,17.82599799066916,0.5601934561788506,1.4356263488254863,1.5157448783194416,0.9836179598001665,-0.1369284106947325,7771.103177853698,7147.587739151892,0.04171841130780347
6,60.0,70,3,80.67594187161133,-111.10220974146594,14.903232236638212,12.478566432226966,2.9397017505367598,-7.821648693420167,-16.386076167016153,-21.00396065135184,-19.77708901170676,-14.379659664573131,-5.544012566773532,5.103301381615646,13.698963970549313,18.766241399672527,0.6486319911038687,1.6070862197114957,1.7555625241060737,1.0869940461794192,-0.12879166181446583,7286.004638425922,7122.689648750982,0.03608200867052023
7,70.0,70,3,80.67594187161133,-109.76317990827978,15.98761635798439,12.399214058562025,2.2212584859187228,-9.049669492028748,-17.38599414495385,-21.94220247916628,-20.82327385688997,-15.209992023006855,-6.000631040875018,5.299459771191496,14.380416941671218,19.506388386391436,0.778263334149823,1.9173025088703592,2.181117470749866,1.2932309563594782,-0.16916615494097295,6781.209921988293,7062.412784762554,0.03269226427023121
8,80.0,70,3,80.67594187161133,-108.69871642454974,17.474456104759685,13.849706116549518,2.5035190304812827,-8.986014629555577,-19.070452098532076,-23.53696504188392,-21.92929816147083,-16.066803196120212,-5.861014231328065,5.652001239656582,15.058213466421734,21.221105567679064,0.86138754144785,2.3340025328678164,2.6624757876837046,1.6331806097477868,-0.318013015208499,6297.094894821345,6991.44057024196,0.03118508399566474
9,90.0,70,3,80.67594187161133,-109.69437697348192,15.935411718941637,12.80722405043387,2.588753654539736,-8.733580720048119,-17.84160168752732,-22.581495797987436,-21.616888737219224,-15.158660828032593,-5.801845743301167,5.335395270365234,13.892898236145196,19.712453850499518,0.7311274992016594,2.037771230825279,2.174178680731228,1.3413395951794138,-0.29611514846098963,6732.674855183723,7064.145723921732,0.032855965498554913
0,0.0,50,1,1.978065074368096,-114.79643630230092,10.613923180554455,10.259149913335046,3.7713263539670447,-4.045138475484003,-11.658838571444543,-16.56943016641789,-17.695770421747337,-14.83038706431314,-8.516791504424308,-0.7454786963955098,6.255818619969341,11.966128526223173,0.21974286679768756,0.7255483039484356,0.8333101749833689,0.6115826990641821,0.17164924666707546,8829.42076669285,7069.970187562221,0.05959006954479769
1,10.0,50,1,1.978065074368096,-115.35282219886142,9.610310566168938,9.900010054435496,3.844173966481349,-3.743805008221551,-10.404798904445347,-14.963017767634021,-16.500200607476625,-14.078155081024784,-8.353038034999464,-1.3133719252845684,6.133799791274624,12.338181692690258,0.2480556691451084,0.6273415430714182,0.7896366864925433,0.5022809925852914,0.05902088452157492,9053.63638095491,7040.06441867302,0.06802350523843931
